fund_name,report_date,financial_type,symbol,security_name,isin,price,quantity,realised_pl,market_value,equity_id,actual_eod_price,is_price_matched,price_break
Applebead,2022-08-31,Equities,DGX,Quest Diagnostics,,122.83,201490.76417332236,-43036.46,24749110.0,DGX,122.83,True,0.0
Report-of-Gohen,2022-08-31,Equities,DGX,SEC-Quest Diagnostics,,122.83,58156.47257999719,-631.9861,7143359.5,DGX,122.83,True,0.0
Report-of-Gohen,2022-09-30,Equities,DGX,SEC-Quest Diagnostics,,120.27,56615.32605662727,-19726.676,6809125.5,DGX,120.27,True,0.0
Applebead,2022-09-30,Equities,DGX,Quest Diagnostics,,120.27,198407.9554814705,-39459.953,23862524.0,DGX,120.27,True,0.0
Report-of-Gohen,2022-10-31,Equities,DGX,SEC-Quest Diagnostics,,141.57,56743.27029630326,-13626.062,8033145.0,DGX,155.727,False,-14.156998
Applebead,2022-10-31,Equities,DGX,Quest Diagnostics,,141.57,203324.3301272996,-523593.9,28784626.0,DGX,155.727,False,-14.156998
Applebead,2022-11-30,Equities,DGX,Quest Diagnostics,,149.64,201631.80770824364,68293.28,30172184.0,DGX,149.64,True,0.0
Report-of-Gohen,2022-11-30,Equities,DGX,SEC-Quest Diagnostics,,149.64,58342.57329225318,-64531.875,8730383.0,DGX,149.64,True,0.0
Applebead,2022-12-31,Equities,DGX,Quest Diagnostics,,154.18,207192.95279942732,-126237.99,31945010.0,DGX,154.18,True,0.0
Report-of-Gohen,2022-12-31,Equities,DGX,SEC-Quest Diagnostics,,154.18,56714.19206001325,36964.254,8744194.0,DGX,154.18,True,0.0
Applebead,2023-01-31,Equities,DGX,Quest Diagnostics,,146.99,202034.7892365903,-185435.98,29697094.0,DGX,146.99,True,0.0
Report-of-Gohen,2023-01-31,Equities,DGX,SEC-Quest Diagnostics,,146.99,58691.51212773317,71084.66,8627065.0,DGX,146.99,True,0.0
Applebead,2023-02-28,Equities,DGX,Quest Diagnostics,,136.97,203364.62828013423,66624.94,27854854.0,DGX,136.97,True,0.0
Report-of-Gohen,2023-02-28,Equities,DGX,SEC-Quest Diagnostics,,136.97,57074.76219000924,-80999.17,7817530.0,DGX,136.97,True,0.0
Report-of-Gohen,2023-03-31,Equities,DGX,SEC-Quest Diagnostics,,140.06,57278.30984403923,-3144.8113,8022400.0,DGX,140.06,True,0.0
Applebead,2023-03-31,Equities,DGX,Quest Diagnostics,,140.06,200745.24834588103,40469.42,28116380.0,DGX,140.06,True,0.0
Report-of-Gohen,2023-04-30,Equities,DGX,SEC-Quest Diagnostics,,138.1,57941.2936314512,6497.241,8001692.5,DGX,138.1,True,0.0
Applebead,2023-04-30,Equities,DGX,Quest Diagnostics,,138.1,198669.89347489583,-20338.479,27436312.0,DGX,138.1,True,0.0
Applebead,2023-05-31,Equities,DGX,Quest Diagnostics,,131.97,206729.5240418287,247027.67,27282096.0,DGX,131.97,True,0.0
Report-of-Gohen,2023-05-31,Equities,DGX,SEC-Quest Diagnostics,,131.97,59296.339442565135,41532.152,7825338.0,DGX,131.97,True,0.0
Report-of-Gohen,2023-06-30,Equities,DGX,SEC-Quest Diagnostics,,139.84,58970.66319611714,12815.36,8246457.5,DGX,139.84,True,0.0
Applebead,2023-06-30,Equities,DGX,Quest Diagnostics,,139.84,203183.28659237825,139544.44,28413150.0,DGX,139.84,True,0.0
Report-of-Gohen,2023-07-31,Equities,DGX,SEC-Quest Diagnostics,,135.21,59430.09932949913,10635.946,8035543.5,DGX,135.21,True,0.0
Applebead,2023-07-31,Equities,DGX,Quest Diagnostics,,135.21,204049.6968783235,20057.398,27589560.0,DGX,135.21,True,0.0
Report-of-Gohen,2023-08-31,Equities,DGX,SEC-Quest Diagnostics,,127.19,59307.97073708113,-4897.3564,7543381.0,DGX,127.19,True,0.0
Applebead,2023-08-31,Equities,DGX,Quest Diagnostics,,127.19,199213.9185381638,-193914.72,25338018.0,DGX,127.19,True,0.0
Magnum,2022-08-31,Equities,DHI,D.R. Horton,,70.46,29346.2562524492,-1105.9729,2067737.2,DHI,70.46,True,0.0
rpt-Catalysm,2022-08-31,Equities,DHI,D.R. Horton,,70.46,4036.791880880246,-511.13818,284432.34,DHI,70.46,True,0.0
mend-report Wallington,2022-08-31,Equities,DHI,X_D.R. Horton,,70.46,147557.35595231949,-46405.836,10396891.0,DHI,70.46,True,0.0
rpt-Catalysm,2022-09-30,Equities,DHI,D.R. Horton,,66.7,3974.221606726602,-1176.3212,265080.6,DHI,66.7,True,0.0
mend-report Wallington,2022-09-30,Equities,DHI,X_D.R. Horton,,66.7,149696.9376136281,40224.137,9984786.0,DHI,66.7,True,0.0
Magnum,2022-09-30,Equities,DHI,D.R. Horton,,66.7,29005.83967992079,-6399.8315,1934689.5,DHI,66.7,True,0.0
Magnum,2022-10-31,Equities,DHI,D.R. Horton,,76.13,28527.49570300587,22553.918,2171798.2,DHI,83.743,False,-7.612999
rpt-Catalysm,2022-10-31,Equities,DHI,D.R. Horton,,76.13,3970.58849403381,171.30127,302280.9,DHI,83.743,False,-7.612999
mend-report Wallington,2022-10-31,Equities,DHI,X_D.R. Horton,,76.13,149977.29658993753,-13218.926,11417772.0,DHI,83.743,False,-7.612999
Magnum,2022-11-30,Equities,DHI,D.R. Horton,,85.16,28950.08179304114,-19079.762,2465389.0,DHI,85.16,True,0.0
mend-report Wallington,2022-11-30,Equities,DHI,X_D.R. Horton,,85.16,149298.53275255687,30646.188,12714263.0,DHI,85.16,True,0.0
rpt-Catalysm,2022-11-30,Equities,DHI,D.R. Horton,,85.16,3995.21292450718,-1111.7931,340232.34,DHI,85.16,True,0.0
rpt-Catalysm,2022-12-31,Equities,DHI,D.R. Horton,,88.53,4145.381582475924,-2530.3418,366990.62,DHI,88.53,True,0.0
mend-report Wallington,2022-12-31,Equities,DHI,X_D.R. Horton,,88.53,145521.06444017746,63650.34,12882980.0,DHI,88.53,True,0.0
Magnum,2022-12-31,Equities,DHI,D.R. Horton,,88.53,30053.50102813323,-18592.613,2660636.5,DHI,88.53,True,0.0
rpt-Catalysm,2023-01-31,Equities,DHI,D.R. Horton,,98.02,3949.597176253233,9289.97,387139.5,DHI,98.02,True,0.0
mend-report Wallington,2023-01-31,Equities,DHI,X_D.R. Horton,,98.02,150729.83910529438,-247156.36,14774539.0,DHI,98.02,True,0.0
Magnum,2023-01-31,Equities,DHI,D.R. Horton,,98.02,29460.70665183376,28128.094,2887738.5,DHI,98.02,True,0.0
mend-report Wallington,2023-02-28,Equities,DHI,X_D.R. Horton,,92.08,147941.0050777955,-82828.37,13622408.0,DHI,92.08,True,0.0
rpt-Catalysm,2023-02-28,Equities,DHI,D.R. Horton,,92.08,3946.3677427485286,-95.91418,363381.53,DHI,92.08,True,0.0
Magnum,2023-02-28,Equities,DHI,D.R. Horton,,92.08,28982.362674918837,-14206.816,2668696.0,DHI,92.08,True,0.0
Magnum,2023-03-31,Equities,DHI,D.R. Horton,,97.27,29648.52269184943,-17286.852,2883911.8,DHI,97.27,True,0.0
mend-report Wallington,2023-03-31,Equities,DHI,X_D.R. Horton,,97.27,147926.2493422003,382.91135,14388786.0,DHI,97.27,True,0.0
rpt-Catalysm,2023-03-31,Equities,DHI,D.R. Horton,,97.27,4054.553765156119,-2807.4272,394386.44,DHI,97.27,True,0.0
mend-report Wallington,2023-04-30,Equities,DHI,X_D.R. Horton,,109.34,149091.9524542236,-70350.18,16301714.0,DHI,109.34,True,0.0
Magnum,2023-04-30,Equities,DHI,D.R. Horton,,109.34,28794.54663490316,51537.453,3148395.8,DHI,109.34,True,0.0
rpt-Catalysm,2023-04-30,Equities,DHI,D.R. Horton,,109.34,4042.4433895134794,730.86115,442000.75,DHI,109.34,True,0.0
Magnum,2023-05-31,Equities,DHI,D.R. Horton,,106.62,28985.29730054408,2594.209,3090412.5,DHI,106.62,True,0.0
mend-report Wallington,2023-05-31,Equities,DHI,X_D.R. Horton,,106.62,145860.4463588678,-43948.484,15551641.0,DHI,106.62,True,0.0
rpt-Catalysm,2023-05-31,Equities,DHI,D.R. Horton,,106.62,4003.28650826894,-532.53357,426830.4,DHI,106.62,True,0.0
Magnum,2023-06-30,Equities,DHI,D.R. Horton,,121.44,29102.682325553877,-8698.23,3534229.8,DHI,121.44,True,0.0
rpt-Catalysm,2023-06-30,Equities,DHI,D.R. Horton,,121.44,4088.462816955513,-6311.5645,496502.94,DHI,121.44,True,0.0
mend-report Wallington,2023-06-30,Equities,DHI,X_D.R. Horton,,121.44,151718.47339017488,-434079.8,18424692.0,DHI,121.44,True,0.0
rpt-Catalysm,2023-07-31,Equities,DHI,D.R. Horton,,126.76,4024.681505237605,1696.5829,510168.62,DHI,126.76,True,0.0
Magnum,2023-07-31,Equities,DHI,D.R. Horton,,126.76,29513.529913088165,-10928.546,3741135.0,DHI,126.76,True,0.0
mend-report Wallington,2023-07-31,Equities,DHI,X_D.R. Horton,,126.76,144798.0333960111,184083.7,18354598.0,DHI,126.76,True,0.0
rpt-Catalysm,2023-08-31,Equities,DHI,D.R. Horton,,116.92,3954.845005698377,-3435.9558,462400.47,DHI,116.92,True,0.0
Magnum,2023-08-31,Equities,DHI,D.R. Horton,,116.92,29052.79368992471,-22668.223,3396852.8,DHI,116.92,True,0.0
mend-report Wallington,2023-08-31,Equities,DHI,X_D.R. Horton,,116.92,145270.21693505853,23231.43,16984994.0,DHI,116.92,True,0.0
Belaware,2022-08-31,Equities,DHR,Danaher Corporation,,268.79,5597.361059497013,-463.43433,1504514.6,DHR,268.79,True,0.0
Magnum,2022-08-31,Equities,DHR,Danaher Corporation,,268.79,165158.00030448157,553.34845,44392820.0,DHR,268.79,True,0.0
Magnum,2022-09-30,Equities,DHR,Danaher Corporation,,257.46,165290.12670472515,7484.9604,42555596.0,DHR,257.46,True,0.0
Belaware,2022-09-30,Equities,DHR,Danaher Corporation,,257.46,5434.47785266565,-9227.334,1399160.6,DHR,257.46,True,0.0
Belaware,2022-10-31,Equities,DHR,Danaher Corporation,,250.86,5533.551143418747,3269.4187,1388146.6,DHR,275.946,False,-25.086014
Magnum,2022-10-31,Equities,DHR,Danaher Corporation,,250.86,161161.17669711311,-136255.34,40428892.0,DHR,275.946,False,-25.086014
Belaware,2022-11-30,Equities,DHR,Danaher Corporation,,272.53,5446.232310890594,9460.995,1484261.8,DHR,272.53,True,0.0
Magnum,2022-11-30,Equities,DHR,Danaher Corporation,,272.53,166049.85350612577,-529688.1,45253568.0,DHR,272.53,True,0.0
Magnum,2022-12-31,Equities,DHR,Danaher Corporation,,264.83,165422.25310496875,-24162.615,43808776.0,DHR,264.83,True,0.0
Belaware,2022-12-31,Equities,DHR,Danaher Corporation,,264.83,5569.374254199528,4740.965,1474937.4,DHR,264.83,True,0.0
Belaware,2023-01-31,Equities,DHR,Danaher Corporation,,263.79,5572.172934729277,14.553139,1469883.5,DHR,263.79,True,0.0
Magnum,2023-01-31,Equities,DHR,Danaher Corporation,,263.79,164860.7159039335,-2919.9934,43488608.0,DHR,263.79,True,0.0
Magnum,2023-02-28,Equities,DHR,Danaher Corporation,,246.98,162267.73529915314,-217940.02,40076884.0,DHR,246.98,True,0.0
Belaware,2023-02-28,Equities,DHR,Danaher Corporation,,246.98,5563.776893140032,-705.6873,1374141.6,DHR,246.98,True,0.0
Belaware,2023-03-31,Equities,DHR,Danaher Corporation,,251.75,5704.270655733406,-3350.7761,1436050.1,DHR,251.75,True,0.0
Magnum,2023-03-31,Equities,DHR,Danaher Corporation,,251.75,165752.5691055777,-83113.29,41728208.0,DHR,251.75,True,0.0
Magnum,2023-04-30,Equities,DHR,Danaher Corporation,,236.64,167354.60170853118,121033.56,39602792.0,DHR,236.64,True,0.0
Belaware,2023-04-30,Equities,DHR,Danaher Corporation,,236.64,5493.250143790369,-15942.6,1299922.8,DHR,236.64,True,0.0
Magnum,2023-05-31,Equities,DHR,Danaher Corporation,,229.36,166314.10630661293,-37874.03,38145804.0,DHR,229.36,True,0.0
Belaware,2023-05-31,Equities,DHR,Danaher Corporation,,229.36,5759.124794116477,9677.837,1320912.9,DHR,229.36,True,0.0
Belaware,2023-06-30,Equities,DHR,Danaher Corporation,,240.0,5675.724114329972,4436.916,1362173.8,DHR,240.0,True,0.0
Magnum,2023-06-30,Equities,DHR,Danaher Corporation,,240.0,169419.0767123372,-165184.42,40660580.0,DHR,240.0,True,0.0
Belaware,2023-07-31,Equities,DHR,Danaher Corporation,,255.06,5719.943266699998,-3329.7021,1458928.8,DHR,255.06,True,0.0
Magnum,2023-07-31,Equities,DHR,Danaher Corporation,,255.06,161095.11349699134,626794.44,41088920.0,DHR,255.06,True,0.0
Magnum,2023-08-31,Equities,DHR,Danaher Corporation,,244.33,169452.10831239808,448352.78,41402232.0,DHR,244.33,True,0.0
Belaware,2023-08-31,Equities,DHR,Danaher Corporation,,244.33,5637.102323019442,-4444.4165,1377313.2,DHR,244.33,True,0.0
rpt-Catalysm,2022-08-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.92,81811.11477066312,-188.60669,8583622.0,DK0009923807,104.92,True,0.0
Fund Whitestone,2022-08-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.92,95234.1068289292,-263.90088,9991962.0,DK0009923807,104.92,True,0.0
mend-report Wallington,2022-08-31,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.92,89707.89593570503,467.55804,9412152.0,DK0009923807,104.92,True,0.0
Report-of-Gohen,2022-08-31,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.92,97387.33024541543,-497.77185,10217879.0,DK0009923807,104.92,True,0.0
mend-report Wallington,2022-09-30,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.48,89429.80145830436,-611.80786,9343626.0,DK0009923807,104.48,True,0.0
Report-of-Gohen,2022-09-30,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.48,97523.67250775904,299.95297,10189273.0,DK0009923807,104.48,True,0.0
Fund Whitestone,2022-09-30,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.48,95024.59179390557,-460.93307,9928169.0,DK0009923807,104.48,True,0.0
rpt-Catalysm,2022-09-30,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.48,82293.80034781003,1061.9083,8598056.0,DK0009923807,104.48,True,0.0
rpt-Catalysm,2022-10-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.56,81213.89363283728,431.96268,8491725.0,DK0009923807,115.016,False,-10.456001
Fund Whitestone,2022-10-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.56,93643.69724488608,552.35785,9791385.0,DK0009923807,115.016,False,-10.456001
Report-of-Gohen,2022-10-31,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.56,95118.20545069726,962.1868,9945560.0,DK0009923807,115.016,False,-10.456001
mend-report Wallington,2022-10-31,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.56,91376.46280010916,-778.66455,9554323.0,DK0009923807,115.016,False,-10.456001
mend-report Wallington,2022-11-30,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,105.06,89205.53171846508,5427.3276,9371933.0,DK0009923807,105.06,True,0.0
Fund Whitestone,2022-11-30,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,105.06,95205.53659688053,-3904.5984,10002294.0,DK0009923807,105.06,True,0.0
Report-of-Gohen,2022-11-30,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,105.06,97124.38445375282,-5015.4473,10203888.0,DK0009923807,105.06,True,0.0
rpt-Catalysm,2022-11-30,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,105.06,81745.66587884659,-1329.4307,8588200.0,DK0009923807,105.06,True,0.0
mend-report Wallington,2022-12-31,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.73,91546.90780238698,3863.2705,9587708.0,DK0009923807,104.73,True,0.0
Fund Whitestone,2022-12-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.73,96853.086645021,2718.4575,10143424.0,DK0009923807,104.73,True,0.0
Report-of-Gohen,2022-12-31,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.73,96773.79006486932,-578.4807,10135119.0,DK0009923807,104.73,True,0.0
rpt-Catalysm,2022-12-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.73,81009.36584591061,-1214.895,8484111.0,DK0009923807,104.73,True,0.0
mend-report Wallington,2023-01-31,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.53,89725.83751489218,-1821.0703,9379042.0,DK0009923807,104.53,True,0.0
Fund Whitestone,2023-01-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.53,94291.2891713228,-2561.7974,9856268.0,DK0009923807,104.53,True,0.0
rpt-Catalysm,2023-01-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.53,80960.27917704823,-49.08667,8462778.0,DK0009923807,104.53,True,0.0
Report-of-Gohen,2023-01-31,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.53,95342.19631026172,-1431.5938,9966120.0,DK0009923807,104.53,True,0.0
Report-of-Gohen,2023-02-28,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.66,95361.6737763108,-12.660353,9980553.0,DK0009923807,104.66,True,0.0
rpt-Catalysm,2023-02-28,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.66,80248.52247854345,462.64185,8398810.0,DK0009923807,104.66,True,0.0
Fund Whitestone,2023-02-28,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.66,95719.80077375675,-928.53253,10018034.0,DK0009923807,104.66,True,0.0
mend-report Wallington,2023-02-28,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.66,89654.0711981436,46.648106,9383195.0,DK0009923807,104.66,True,0.0
Report-of-Gohen,2023-03-31,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.56,97718.44716824988,1178.3867,10217441.0,DK0009923807,104.56,True,0.0
mend-report Wallington,2023-03-31,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.56,89743.7790940793,44.853947,9383610.0,DK0009923807,104.56,True,0.0
rpt-Catalysm,2023-03-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.56,80223.97914411225,-12.2716675,8388219.5,DK0009923807,104.56,True,0.0
Fund Whitestone,2023-03-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.56,96519.76727111977,399.98325,10092107.0,DK0009923807,104.56,True,0.0
mend-report Wallington,2023-04-30,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.67,92255.60018027906,-1381.5016,9656394.0,DK0009923807,104.67,True,0.0
rpt-Catalysm,2023-04-30,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.67,81582.04364930525,-746.9355,8539193.0,DK0009923807,104.67,True,0.0
Report-of-Gohen,2023-04-30,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.67,98682.58173767947,-530.274,10329106.0,DK0009923807,104.67,True,0.0
Fund Whitestone,2023-04-30,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.67,95110.3024900516,775.2056,9955195.0,DK0009923807,104.67,True,0.0
Report-of-Gohen,2023-05-31,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.83,97922.96056176524,607.69696,10265264.0,DK0009923807,104.83,True,0.0
rpt-Catalysm,2023-05-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.83,81688.39809850712,-85.08356,8563395.0,DK0009923807,104.83,True,0.0
Fund Whitestone,2023-05-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.83,95938.83921946328,-662.8294,10057269.0,DK0009923807,104.83,True,0.0
mend-report Wallington,2023-05-31,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.83,91053.5143747406,961.66864,9545140.0,DK0009923807,104.83,True,0.0
rpt-Catalysm,2023-06-30,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.65,80911.19250818582,-699.48505,8467356.0,DK0009923807,104.65,True,0.0
mend-report Wallington,2023-06-30,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.65,90936.8941100242,-104.95824,9516546.0,DK0009923807,104.65,True,0.0
Fund Whitestone,2023-06-30,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.65,97405.44446462876,1319.9447,10193480.0,DK0009923807,104.65,True,0.0
Report-of-Gohen,2023-06-30,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.65,96442.67314203492,-1332.2587,10092726.0,DK0009923807,104.65,True,0.0
Fund Whitestone,2023-07-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.62,95595.99643487914,-271.4172,10001253.0,DK0009923807,104.62,True,0.0
Report-of-Gohen,2023-07-31,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.62,95400.62870840896,-156.30667,9980814.0,DK0009923807,104.62,True,0.0
mend-report Wallington,2023-07-31,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.62,89627.1588293629,-196.4603,9376793.0,DK0009923807,104.62,True,0.0
rpt-Catalysm,2023-07-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.62,80829.38139341515,-12.2716675,8456370.0,DK0009923807,104.62,True,0.0
Report-of-Gohen,2023-08-31,Government Bond,DK0009923807,SEC-KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.61,98546.2394753359,157.28053,10308922.0,DK0009923807,104.61,True,0.0
rpt-Catalysm,2023-08-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.61,80461.23137694718,-18.407501,8417049.0,DK0009923807,104.61,True,0.0
Fund Whitestone,2023-08-31,Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.61,93119.90965732698,-123.80434,9741274.0,DK0009923807,104.61,True,0.0
mend-report Wallington,2023-08-31,Government Bond,DK0009923807,X_KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,BJK1TG4,104.61,91232.93016661202,80.28857,9543877.0,DK0009923807,104.61,True,0.0
TT_monthly_Trustmind,2022-08-31,Equities,DLTR,FIN-Dollar Tree,,135.68,44532.70186869249,35844.965,6042197.0,DLTR,135.68,True,0.0
TT_monthly_Trustmind,2022-09-30,Equities,DLTR,FIN-Dollar Tree,,136.1,43655.40764187925,1842.3179,5941501.0,DLTR,136.1,True,0.0
TT_monthly_Trustmind,2022-10-31,Equities,DLTR,FIN-Dollar Tree,,158.5,43392.664700853966,29427.209,6877737.5,DLTR,174.35,False,-15.850006
TT_monthly_Trustmind,2022-11-30,Equities,DLTR,FIN-Dollar Tree,,150.29,45837.51003344519,100360.9,6888919.5,DLTR,150.29,True,0.0
TT_monthly_Trustmind,2022-12-31,Equities,DLTR,FIN-Dollar Tree,,141.44,43459.463753657,-105228.55,6146906.5,DLTR,141.44,True,0.0
TT_monthly_Trustmind,2023-01-31,Equities,DLTR,FIN-Dollar Tree,,150.18,43517.3562660863,-2529.9028,6535436.5,DLTR,150.18,True,0.0
TT_monthly_Trustmind,2023-02-28,Equities,DLTR,FIN-Dollar Tree,,145.28,43953.77674439949,10692.302,6385604.5,DLTR,145.28,True,0.0
TT_monthly_Trustmind,2023-03-31,Equities,DLTR,FIN-Dollar Tree,,143.55,44403.55703327328,3890.5996,6374130.5,DLTR,143.55,True,0.0
TT_monthly_Trustmind,2023-04-30,Equities,DLTR,FIN-Dollar Tree,,153.71,43267.97313562163,57687.66,6650720.0,DLTR,153.71,True,0.0
TT_monthly_Trustmind,2023-05-31,Equities,DLTR,FIN-Dollar Tree,,134.88,45467.88860793504,207122.05,6132709.0,DLTR,134.88,True,0.0
TT_monthly_Trustmind,2023-06-30,Equities,DLTR,FIN-Dollar Tree,,143.5,43472.82356421761,85987.305,6238350.0,DLTR,143.5,True,0.0
TT_monthly_Trustmind,2023-07-31,Equities,DLTR,FIN-Dollar Tree,,154.33,44644.03362336422,-63421.023,6889913.5,DLTR,154.33,True,0.0
TT_monthly_Trustmind,2023-08-31,Equities,DLTR,FIN-Dollar Tree,,125.5,45280.85126008652,91797.266,5682747.0,DLTR,125.5,True,0.0
Virtous,2022-08-31,Equities,DOV,Dover Corporation,,123.63,2435.14714503189,-400.8094,301057.25,DOV,123.63,True,0.0
Leeder,2022-08-31,Equities,DOV,Dover Corporation,,123.63,178685.1363467268,26414.201,22090844.0,DOV,123.63,True,0.0
Leeder,2022-09-30,Equities,DOV,Dover Corporation,,115.34,176219.28146514195,-102209.69,20325132.0,DOV,115.34,True,0.0
Virtous,2022-09-30,Equities,DOV,Dover Corporation,,115.34,2386.9312315602583,-1998.5496,275308.66,DOV,115.34,True,0.0
Leeder,2022-10-31,Equities,DOV,Dover Corporation,,129.29,179399.8768921137,-221846.53,23194610.0,DOV,142.219,False,-12.929001
Virtous,2022-10-31,Equities,DOV,Dover Corporation,,129.29,2405.9253792915074,-1324.8418,311062.1,DOV,142.219,False,-12.929001
Virtous,2022-11-30,Equities,DOV,Dover Corporation,,140.95,2371.8333192610608,1987.5671,334309.9,DOV,140.95,True,0.0
Leeder,2022-11-30,Equities,DOV,Dover Corporation,,140.95,173735.55806992247,330229.78,24488026.0,DOV,140.95,True,0.0
Leeder,2022-12-31,Equities,DOV,Dover Corporation,,134.45,183277.3443508377,310108.06,24641638.0,DOV,134.45,True,0.0
Virtous,2022-12-31,Equities,DOV,Dover Corporation,,134.45,2379.3822754106595,245.34108,319907.94,DOV,134.45,True,0.0
